,tweet,label
1111,facebook post claiming 50 million people died second wave spanish flu 1918 got vaccine post compares situation new coronavirus warns people getting vaccine covid 19 ready,
1112,rt cdcemergency handwashing one best ways protect andamp family getting sick covid19 learn andamp,
1113,drinking alcohol kills coronavirus,
1114,data shows 3 every 5 nigerians die covid19 50 years old protect parents andamp older relatives wear face mask public practice hand respiratory hygiene maintain physical distance takeresponsibility,
1115,daily update published six states ar ct ks ky nh ri report publish time today based past numbers looks like many states reduced testing reporting holiday weekend 42 5k new cases today 654k new tests 209 deaths reported,
1116,bad donald trump utterly failed prepare pandemic delayed taking necessary steps safeguard nation near worst case economic scenario living,
1117,says n gov andrew cuomo rejected buying recommended 16 000 ventilators 2015 pandemic pandemic established death panels lotteries instead chance buy 2015 16 000 ventilators low price turned,
1118,vaccine new coronavirus developed ukraine,
1119,2159 people left managed isolation facilities june 9 16 1228 people contacted tested negative covid 19 800 tested leaving managed isolation remaining 428 tested departure facility,
1120,latest cdc covidview report shows percentage people testing positive covid19 remains stable nationally increased 6 10 regions south east south central south west coast regions seeing highest percentages,
1121,novel coronavirus man made,
1122,several new treatment andamp isolation centres operationalised across nigeria increasing bed capacity 300000 commend state governors activation emergency operation centres establishment treatment centres andamp delivery risk communication mbuhari,
1123,09 30 pm 5th april 232 confirmed cases 33 discharged 5 deaths breakdown cases state lagos 120 fct 47 osun 20 oyo 9 edo 9 bauchi 6 akwa ibom 5 kaduna 5 ogun 4 enugu 2 ekiti 2 rivers 1 benue 1 ondo 1,
1124,rt wionews asked world health organization 1 million coronavirus test kits says icmr g dr balram bhargava coronavi,
1125,cases big number testing mortality rate way,
1126,words president matter donald trump used downplay covid 19 pass blame onto others mislead american people opposite,
1127,number vaccines final stage clinical trials hope multiple successful candidates safe effective drtedros covid19,
1128,post claims compulsory vacination violates principles bioethics coronavirus exist pcr test returns many false positives influenza vaccine related covid 19,
1129,coronavac vaccine developed china tested brazil funded bill gates,
1130,multiple posts shared repeatedly facebook twitter claim hong kong medical lab warned novel coronavirus remain viable fruits vegetables 12 hours therefore people avoid salads fears contracting covid 19,
1131,400 yatris stuck vaishno devi due covid19,
1132,number cases rising uk regions compared areas capital appears controlling virus better regions similar higher infection rates april may,
1133,ugariticman research global reset works long time coronavirus weapon bio engineered communist chinese military unleashed october 2019 kill elderly ill useless feeders catalyst nwo,
1134,second coronavirus lockdown would government failure act god sir keir starmer said,
1135,rt politifactwisc wisconsin trending poorly covid 19 cases gov tony evers stat quite right,
1136,india minister state ayush shripad naik held press conference claiming prince charles followed rules ayurveda recovering soon,
1137,16000 workers meat poultry processing facilities 23 states infected covid19 april may learn infections among workers meat poultry processing facilities steps facilities take slow spread,
1138,telangana counted 122 high risk zone entire country please ever never take things granted wear face mask step home carry hand sanitizer ever go use time please accept give kind things attend mass gathering functions kind parties one small mistake invites covid 19 house,
1139,01 covid19 mortality risk bystander cpr events,
1140,message read opinion given 5 pm 22nd mar amavasya darkest day month virus bacteria evil force max potential power clapping shankh vibrations reduce destroy virus potency moon passing new nakshatra revati cumulative vibration betters blood circulation,
1141,tomdoubting emsops gram247 lastplace champ rjocore99 claire131313 lor blueeyes vincegottalotta triadaxiom 213neverland abigail61972496 vilvnv shartaldtrump ic lib grampazachary thechemo7582 badams820 voiceofreasonnw osage robfrommo newsjunky2 stowbill bdemocratsfor archluminous dfalsept d1017baby numbersmean dementedminx chieflizwarren dcooty hairsammys csuwildcat riggletown faylonlinda mollysmommy1212 realeftypickit minnesotaexpat karen kong cubancafecito nitramland jackrog34828783 sasquatchsmokey fueldog1 alan03269624 arthurcasey514 dadsbreak liamkingman tina67757191 swampfox214 dee easley fauci knew since 2005 chloroquine hydroxychloroquine effective coronavirus study agency published 2005 chloroquine potent inhibitor sars coronavirus infection spread,
1142,coronavirus covid19 nyc nyc millions infected coronavirus 200 000 die u county top infectious disease expert anthony fauci warned sunday bloomberg reports coronavirusoutbreak,
1143,new mask exemption card indicates medical condition asshole covid19,
1144,59 positive coronavirus cases nagpur along three doctors one ventilator,
1145,home gyms struggle retain members early pandemic trial period ends gyms,
1146,people assessed presenting low risk due nature exemption adherence required protocols negative test results people associated bubble,
1147,back march former deputy prime minister barnabyjoyce said deaths snake bite outnumbered covid 19 deaths factor 30 40 coronavirus moves quickly claim rapidly aged coronacheck coronavirusfacts,
1148,auckland funerals tangihanga host 100 people longer need registered minhealthnz midnight tonight rest new zealand return alert level 1 alert level 1 alert level 0,
1149,countries exporting covid 19 diagnostic test instruments 2018,
1150,veterinary labs help human covid testing meet demand 700k daily tests,
